date,energy

26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
26/11/20,0.00
